LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
however	however	ANOMALY_CURIOUS_FINDING	PMC2722583.nxml.gz-114	15871	15878
particularly	particularly	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-126	16154	16166
does_not_appear	does_not_appear	INCOMPLETE_EVIDENCE	PMC2722583.nxml.gz-130	16291	16306
represented	represented	PROBABLE_UNDERSTANDING	PMC2722583.nxml.gz-145	16860	16871
considered	considered	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-16	1499	1509
effect_modifier	effect_modifier	PROBLEM_COMPLICATION	PMC2722583.nxml.gz-162	17660	17675
assessed	assessed	FUTURE_WORK	PMC2722583.nxml.gz-165	17730	17738
future_work	future_work	FUTURE_WORK	PMC2722583.nxml.gz-166	17751	17762
problems	problems	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-174	18110	18118
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2722583.nxml.gz-180	18341	18349
particularly	particularly	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-213	19250	19262
could_be	could_be	FUTURE_PREDICTION	PMC2722583.nxml.gz-215	19288	19296
limiting	limiting	INCOMPLETE_EVIDENCE	PMC2722583.nxml.gz-232	19916	19924
but	but	ANOMALY_CURIOUS_FINDING	PMC2722583.nxml.gz-247	20659	20662
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2722583.nxml.gz-25	1906	1914
benefits	benefits	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-261	21331	21339
focus	focus	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-268	21588	21593
particularly	particularly	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-272	21671	21683
issue	issue	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-275	21745	21750
may_be	may_be	FUTURE_PREDICTION	PMC2722583.nxml.gz-278	21805	21811
cannot...be_drawn	cannot.{0,9}be_drawn	DIFFICULT_TASK	PMC2722583.nxml.gz-284	22022	22045
efficacy	efficacy	SUPERFICIAL_RELATIONSHIP	PMC2722583.nxml.gz-320	23624	23632
attention...tended	attention.{0,5}tended	INCOMPLETE_EVIDENCE	PMC2722583.nxml.gz-34	2321	2341
no_direct_evidence	no_direct_evidence	INCOMPLETE_EVIDENCE	PMC2722583.nxml.gz-36886	15890	15908
would_have_been	would_have_been	FUTURE_WORK	PMC2722583.nxml.gz-36890	17148	17163
in_preference_to	in_preference_to	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2722583.nxml.gz-36894	20255	20271
few...trials	few.{0,20}trials	INCOMPLETE_EVIDENCE	PMC2722583.nxml.gz-39	2458	2487
problems	problems	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-46	2820	2828
particularly	particularly	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-47	2830	2842
was_not_assessed	was_not_assessed	INCOMPLETE_EVIDENCE	PMC2722583.nxml.gz-55	6761	6777
particularly	particularly	IMPORTANT_CONSIDERATION	PMC2722583.nxml.gz-6	276	288
except_for	except_for	ANOMALY_CURIOUS_FINDING	PMC2722583.nxml.gz-65	11961	11971
while	while	ANOMALY_CURIOUS_FINDING	PMC2722583.nxml.gz-90	14804	14809
