LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
focused	focused	INCOMPLETE_EVIDENCE	PMC2722408.nxml.gz-1128	18329	18336
leads	leads	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-1142	16971	16976
because	because	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-121	8164	8171
encouraged	encouraged	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-325	24237	24247
evolved_from	evolved_from	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-348	14932	14944
examined	examined	INCOMPLETE_EVIDENCE	PMC2722408.nxml.gz-350	21645	21653
focus	focus	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-401	22807	22812
typically	typically	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-43547	4105	4114
could_not_be_explained	could_not_be_explained	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-43551	5058	5080
typically	typically	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-43555	6910	6919
underpinnings	underpinnings	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-43557	12854	12867
early_stage	early_stage	INCOMPLETE_EVIDENCE	PMC2722408.nxml.gz-43559	14855	14866
some_extent	some_extent	INCOMPLETE_EVIDENCE	PMC2722408.nxml.gz-43563	15294	15305
careful	careful	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-43565	15375	15382
typically	typically	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-43567	15565	15574
not_only...but...also	not_only.{0,40}but.{0,34}also	ANOMALY_CURIOUS_FINDING	PMC2722408.nxml.gz-43573	16875	16964
susceptibility	susceptibility	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-43579	17166	17180
typically	typically	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-43581	18641	18650
fallen_short	fallen_short	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-43583	18651	18663
considering	considering	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-43585	18667	18678
protect	protect	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-43587	20690	20697
not_explained_solely	not_explained_solely	INCOMPLETE_EVIDENCE	PMC2722408.nxml.gz-43589	21214	21234
did_not	did_not	ANOMALY_CURIOUS_FINDING	PMC2722408.nxml.gz-43591	21540	21547
daunting	daunting	DIFFICULT_TASK	PMC2722408.nxml.gz-43593	23861	23869
discouraged	discouraged	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-43595	24208	24219
can_be_targeted	can_be_targeted	FUTURE_WORK	PMC2722408.nxml.gz-43597	24533	24548
variables	variables	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-43599	24756	24765
can	can	FUTURE_WORK	PMC2722408.nxml.gz-43601	24861	24864
growing	growing	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-445	23452	23459
however	however	ANOMALY_CURIOUS_FINDING	PMC2722408.nxml.gz-476	6990	6997
lead_to	lead_to	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-580	1921	1928
lead_to	lead_to	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-584	14535	14542
may_be	may_be	FUTURE_PREDICTION	PMC2722408.nxml.gz-648	22038	22044
intervention	intervention	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-6658	995	1007
considered	considered	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-6666	806	816
considered	considered	IMPORTANT_CONSIDERATION	PMC2722408.nxml.gz-6668	1804	1814
variables	variables	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-6670	1855	1864
lead_to	lead_to	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-6672	1595	1602
prevent	prevent	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-6674	1934	1941
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2722408.nxml.gz-6676	2280	2288
because	because	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-6678	4394	4401
but	but	ANOMALY_CURIOUS_FINDING	PMC2722408.nxml.gz-6682	5721	5724
only	only	ANOMALY_CURIOUS_FINDING	PMC2722408.nxml.gz-6684	6190	6194
underlies	underlies	SUPERFICIAL_RELATIONSHIP	PMC2722408.nxml.gz-6773	7169	7178
because	because	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-6775	7235	7242
because	because	PROBABLE_UNDERSTANDING	PMC2722408.nxml.gz-6781	7868	7875
