LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
need	need	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-104	4208	4212
needs	needs	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-107	4310	4315
to_plan	to_plan	FUTURE_WORK	PMC3272870.nxml.gz-113	4683	4690
well-defined	well-defined	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-126	5930	5942
approximate	approximate	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-132	6244	6255
largely	largely	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-140	6567	6574
obviously	obviously	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-15	854	863
impaired	impaired	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-155	7694	7702
needs	needs	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-16	864	869
extreme_importance	extreme_importance	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-164	8302	8320
need	need	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-168	8394	8398
needs	needs	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-169	8456	8461
needed	needed	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-171	8651	8657
undoubtedly	undoubtedly	PROBABLE_UNDERSTANDING	PMC3272870.nxml.gz-179	9127	9138
not_really	not_really	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3272870.nxml.gz-183	9252	9262
objectives	objectives	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-19	916	926
not_uncommon	not_uncommon	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-197	10203	10215
need	need	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-204	10461	10465
problem	problem	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-213	10806	10813
sign	sign	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-215	10825	10829
need_to_be	need_to_be	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-226	11183	11193
same_as	same_as	SUPERFICIAL_RELATIONSHIP	PMC3272870.nxml.gz-228	11341	11348
except_for	except_for	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3272870.nxml.gz-230	11374	11384
review_of_the_literature	review_of_the_literature	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-24	1362	1386
own_experience	own_experience	INCOMPLETE_EVIDENCE	PMC3272870.nxml.gz-25	1404	1418
most	most	PROBABLE_UNDERSTANDING	PMC3272870.nxml.gz-250	12367	12371
convincing	convincing	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-253	12466	12476
proof	proof	PROBABLE_UNDERSTANDING	PMC3272870.nxml.gz-254	12477	12482
best	best	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-284	13372	13376
nearly_all	nearly_all	PROBABLE_UNDERSTANDING	PMC3272870.nxml.gz-285	13391	13401
assuming	assuming	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3272870.nxml.gz-304	14399	14407
goal	goal	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-307	14545	14549
most_common	most_common	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-30891	98	109
several_ways	several_ways	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3272870.nxml.gz-30899	21019	21031
not_require	not_require	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-30901	24243	24254
inadequate	inadequate	IMPORTANT_CONSIDERATION	PMC3272870.nxml.gz-30903	32025	32035
