LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
mostly	mostly	INCOMPLETE_EVIDENCE	PMC6000839.nxml.gz-105	15731	15737
unable_to	unable_to	PROBLEM_COMPLICATION	PMC6000839.nxml.gz-111	16008	16017
prone	prone	PROBABLE_UNDERSTANDING	PMC6000839.nxml.gz-127	17299	17304
can_be_concluded	can_be_concluded	PROBABLE_UNDERSTANDING	PMC6000839.nxml.gz-134	17674	17690
should_be_mentioned	should_be_mentioned	IMPORTANT_CONSIDERATION	PMC6000839.nxml.gz-146	18382	18401
cannot_overlook	cannot_overlook	IMPORTANT_CONSIDERATION	PMC6000839.nxml.gz-158	19213	19228
drawback	drawback	PROBLEM_COMPLICATION	PMC6000839.nxml.gz-173	19612	19620
poor	poor	PROBLEM_COMPLICATION	PMC6000839.nxml.gz-184	20026	20030
confounding	confounding	PROBLEM_COMPLICATION	PMC6000839.nxml.gz-190	20244	20255
confounding_factors	confounding_factors	PROBLEM_COMPLICATION	PMC6000839.nxml.gz-196	20354	20373
global_public_health_problems	global_public_health_problems	IMPORTANT_CONSIDERATION	PMC6000839.nxml.gz-25	1878	1907
several_evidences	several_evidences	INCOMPLETE_EVIDENCE	PMC6000839.nxml.gz-31	2309	2326
noteworthy	noteworthy	ANOMALY_CURIOUS_FINDING	PMC6000839.nxml.gz-52	3289	3299
mostly	mostly	INCOMPLETE_EVIDENCE	PMC6000839.nxml.gz-6	275	281
failed	failed	DIFFICULT_TASK	PMC6000839.nxml.gz-8129	18235	18241
understanding_the_differences	understanding_the_differences	FUTURE_WORK	PMC6000839.nxml.gz-8131	18852	18881
lack_of	lack_of	PROBLEM_COMPLICATION	PMC6000839.nxml.gz-8133	19648	19655
unlike	unlike	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC6011374.nxml.gz-100	8051	8057
still	still	ANOMALY_CURIOUS_FINDING	PMC6011374.nxml.gz-123	11866	11871
however	however	ANOMALY_CURIOUS_FINDING	PMC6011374.nxml.gz-131	15731	15738
adds_to_the...literature	adds_to_the.{0,17}literature	INCOMPLETE_EVIDENCE	PMC6011374.nxml.gz-156	22070	22108
greater_understanding	greater_understanding	INCOMPLETE_EVIDENCE	PMC6011374.nxml.gz-162	22491	22512
different	different	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC6011374.nxml.gz-165	22651	22660
protective	protective	SUPERFICIAL_RELATIONSHIP	PMC6011374.nxml.gz-18	2020	2030
whilst	whilst	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC6011374.nxml.gz-204	24402	24408
connections	connections	SUPERFICIAL_RELATIONSHIP	PMC6011374.nxml.gz-220	25341	25352
can	can	INCOMPLETE_EVIDENCE	PMC6011374.nxml.gz-223	25563	25566
continuing_interest	continuing_interest	INCOMPLETE_EVIDENCE	PMC6011374.nxml.gz-27	2628	2647
increased_susceptibility	increased_susceptibility	IMPORTANT_CONSIDERATION	PMC6011374.nxml.gz-4	144	168
inadequate	inadequate	PROBLEM_COMPLICATION	PMC6011374.nxml.gz-44	3101	3111
variations	variations	DIFFICULT_TASK	PMC6011374.nxml.gz-48	3185	3195
less_consistent	less_consistent	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC6011374.nxml.gz-66	4486	4501
differences	differences	DIFFICULT_TASK	PMC6011374.nxml.gz-74	4856	4867
continuing_interest	continuing_interest	INCOMPLETE_EVIDENCE	PMC6011374.nxml.gz-8137	210	229
encourages...research	encourages.{0,11}research	FUTURE_WORK	PMC6011374.nxml.gz-8139	2161	2190
as_expected	as_expected	INCOMPLETE_EVIDENCE	PMC6011374.nxml.gz-8144	13865	13876
worth_considering	worth_considering	IMPORTANT_CONSIDERATION	PMC6011374.nxml.gz-8153	23161	23178
further_questions	further_questions	FUTURE_WORK	PMC6011374.nxml.gz-8155	28996	29013
encourages...research	encourages.{0,11}research	FUTURE_WORK	PMC6011374.nxml.gz-8157	29018	29047
this_means_that	this_means_that	PROBABLE_UNDERSTANDING	PMC6022422.nxml.gz-128	14141	14156
confirmed	confirmed	INCOMPLETE_EVIDENCE	PMC6022422.nxml.gz-148	15788	15797
predict	predict	SUPERFICIAL_RELATIONSHIP	PMC6022422.nxml.gz-150	16338	16345
can	can	INCOMPLETE_EVIDENCE	PMC6022422.nxml.gz-156	16656	16659
different	different	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC6022422.nxml.gz-167	16902	16911
