LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
pronounced	pronounced	ANOMALY_CURIOUS_FINDING	PMC2889879.nxml.gz-10	1560	1570
choose	choose	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2889879.nxml.gz-114	11324	11330
previous...knowledge	previous.{0,16}knowledge	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-138	16150	16183
considered	considered	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-143	16265	16275
decided	decided	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2889879.nxml.gz-148	16427	16434
our_findings	our_findings	QUESTION_ANSWERED_BY_THIS_WORK	PMC2889879.nxml.gz-18	2256	2268
raise	raise	EXPLICIT_QUESTION	PMC2889879.nxml.gz-20	2269	2274
our_findings	our_findings	QUESTION_ANSWERED_BY_THIS_WORK	PMC2889879.nxml.gz-210	30592	30604
even_though	even_though	ANOMALY_CURIOUS_FINDING	PMC2889879.nxml.gz-23	2430	2441
are_aware_of	are_aware_of	PROBABLE_UNDERSTANDING	PMC2889879.nxml.gz-240	31561	31573
our_findings	our_findings	QUESTION_ANSWERED_BY_THIS_WORK	PMC2889879.nxml.gz-242	31661	31673
small...study	small.{0,7}study	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-255	32085	32102
insufficiency	insufficiency	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-262	32292	32305
considered	considered	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-272	32680	32690
rough	rough	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-274	32694	32699
stable	stable	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-28577	8474	8480
valid	valid	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-28579	8482	8487
reliable	reliable	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-28581	8492	8500
cannot_draw_any_conclusions	cannot_draw_any_conclusions	FULL_UNKNOWN	PMC2889879.nxml.gz-28585	13963	13990
another	another	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2889879.nxml.gz-28588	34236	34243
arbitrary	arbitrary	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-28590	37186	37195
cannot_be_ruled_out	cannot_be_ruled_out	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2889879.nxml.gz-28592	41199	41218
puzzling	puzzling	ANOMALY_CURIOUS_FINDING	PMC2889879.nxml.gz-313	34015	34023
our_findings	our_findings	QUESTION_ANSWERED_BY_THIS_WORK	PMC2889879.nxml.gz-334	34744	34756
no_support	no_support	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2889879.nxml.gz-357	35976	35986
no_baseline	no_baseline	FULL_UNKNOWN	PMC2889879.nxml.gz-380	36497	36508
further_elucidate	further_elucidate	FUTURE_WORK	PMC2889879.nxml.gz-381	36538	36555
rather	rather	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-385	36751	36757
acknowledge	acknowledge	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-402	37266	37277
seen	seen	INCOMPLETE_EVIDENCE	PMC2889879.nxml.gz-409	37613	37617
unfortunately	unfortunately	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-419	38175	38188
for_practical_reasons	for_practical_reasons	PROBLEM_COMPLICATION	PMC2889879.nxml.gz-422	38207	38228
reasons	reasons	PROBABLE_UNDERSTANDING	PMC2889879.nxml.gz-426	38364	38371
generalisability	generalisability	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-430	38464	38480
relevant_to_note	relevant_to_note	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-446	39154	39170
otherwise	otherwise	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2889879.nxml.gz-449	39254	39263
not_included	not_included	FULL_UNKNOWN	PMC2889879.nxml.gz-452	39334	39346
strengths	strengths	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-458	39553	39562
confound	confound	PROBLEM_COMPLICATION	PMC2889879.nxml.gz-466	39856	39864
no_information	no_information	FULL_UNKNOWN	PMC2889879.nxml.gz-469	39931	39945
unavoidable	unavoidable	PROBLEM_COMPLICATION	PMC2889879.nxml.gz-491	40600	40611
relevant_to_note	relevant_to_note	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-500	40719	40735
good_ability	good_ability	PROBABLE_UNDERSTANDING	PMC2889879.nxml.gz-505	40917	40929
accurately	accurately	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-506	40955	40965
unfortunately	unfortunately	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-525	41317	41330
do_not_have	do_not_have	FULL_UNKNOWN	PMC2889879.nxml.gz-527	41335	41346
unfortunately	unfortunately	IMPORTANT_CONSIDERATION	PMC2889879.nxml.gz-537	41618	41631
do_not_have	do_not_have	FULL_UNKNOWN	PMC2889879.nxml.gz-538	41636	41647
answers	answers	PROBABLE_UNDERSTANDING	PMC2889879.nxml.gz-576	43245	43252
multifactorial	multifactorial	DIFFICULT_TASK	PMC2889879.nxml.gz-582	43366	43380
further	further	FUTURE_WORK	PMC2889879.nxml.gz-585	43483	43490
of_interest	of_interest	FUTURE_WORK	PMC2889879.nxml.gz-587	43504	43515
no_study	no_study	FULL_UNKNOWN	PMC2889879.nxml.gz-98	6014	6022
need	need	IMPORTANT_CONSIDERATION	PMC3400371.nxml.gz-106	7226	7230
requirements	requirements	IMPORTANT_CONSIDERATION	PMC3400371.nxml.gz-111	7394	7406
requirements	requirements	IMPORTANT_CONSIDERATION	PMC3400371.nxml.gz-114	7501	7513
interpretations	interpretations	INCOMPLETE_EVIDENCE	PMC3400371.nxml.gz-124	8123	8138
false	false	PROBLEM_COMPLICATION	PMC3400371.nxml.gz-130	8299	8304
choice	choice	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3400371.nxml.gz-138	8773	8779
almost_all	almost_all	PROBABLE_UNDERSTANDING	PMC3400371.nxml.gz-139	8830	8840
threatened	threatened	IMPORTANT_CONSIDERATION	PMC3400371.nxml.gz-15	803	813
requirements	requirements	IMPORTANT_CONSIDERATION	PMC3400371.nxml.gz-154	9564	9576
if	if	FUTURE_PREDICTION	PMC3400371.nxml.gz-169	10224	10226
poor	poor	IMPORTANT_CONSIDERATION	PMC3400371.nxml.gz-180	10907	10911
