LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
concern	concern	IMPORTANT_CONSIDERATION	PMC2727050.nxml.gz-121	5496	5503
but	but	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-153	6960	6963
but	but	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-166	7883	7886
reflective	reflective	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-170	8279	8289
extending	extending	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-207	15128	15137
while	while	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-209	15154	15159
only	only	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-213	15252	15256
strategy	strategy	PROBABLE_UNDERSTANDING	PMC2727050.nxml.gz-222	15600	15608
because	because	PROBABLE_UNDERSTANDING	PMC2727050.nxml.gz-223	15658	15665
only	only	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-231	15939	15943
strategy	strategy	PROBABLE_UNDERSTANDING	PMC2727050.nxml.gz-239	16146	16154
strategy	strategy	PROBABLE_UNDERSTANDING	PMC2727050.nxml.gz-246	16485	16493
multifactorial	multifactorial	DIFFICULT_TASK	PMC2727050.nxml.gz-286	17822	17836
leads	leads	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-29	1437	1442
leads	leads	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-30	1476	1481
still	still	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-308	18864	18869
in_contrast	in_contrast	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-31	1541	1552
according_to	according_to	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-322	19380	19392
have_not_been_considered	have_not_been_considered	FULL_UNKNOWN	PMC2727050.nxml.gz-33761	5857	5881
cannot_be_discounted	cannot_be_discounted	IMPORTANT_CONSIDERATION	PMC2727050.nxml.gz-33775	21748	21768
number_of_differences	number_of_differences	PROBLEM_COMPLICATION	PMC2727050.nxml.gz-33785	22940	22961
but	but	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-362	21079	21082
however	however	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-368	21291	21298
while	while	ANOMALY_CURIOUS_FINDING	PMC2727050.nxml.gz-399	22444	22449
impacted	impacted	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-436	23766	23774
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2727050.nxml.gz-58	2482	2490
interactive	interactive	SUPERFICIAL_RELATIONSHIP	PMC2727050.nxml.gz-73	2929	2940
better	better	IMPORTANT_CONSIDERATION	PMC2727050.nxml.gz-95	4168	4174
decided	decided	QUESTION_ANSWERED_BY_THIS_WORK	PMC3075531.nxml.gz-102	4903	4910
poor	poor	IMPORTANT_CONSIDERATION	PMC3075531.nxml.gz-139	9744	9748
only	only	ANOMALY_CURIOUS_FINDING	PMC3075531.nxml.gz-140	9785	9789
because	because	PROBABLE_UNDERSTANDING	PMC3075531.nxml.gz-150	10314	10321
because	because	PROBABLE_UNDERSTANDING	PMC3075531.nxml.gz-155	10551	10558
according_to	according_to	SUPERFICIAL_RELATIONSHIP	PMC3075531.nxml.gz-16	1262	1274
better	better	IMPORTANT_CONSIDERATION	PMC3075531.nxml.gz-161	10661	10667
expected	expected	ANOMALY_CURIOUS_FINDING	PMC3075531.nxml.gz-181	11336	11344
but	but	ANOMALY_CURIOUS_FINDING	PMC3075531.nxml.gz-214	13740	13743
expected	expected	ANOMALY_CURIOUS_FINDING	PMC3075531.nxml.gz-227	14057	14065
but	but	ANOMALY_CURIOUS_FINDING	PMC3075531.nxml.gz-244	14576	14579
only	only	ANOMALY_CURIOUS_FINDING	PMC3075531.nxml.gz-276	15515	15519
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3075531.nxml.gz-281	15664	15672
considered	considered	INCOMPLETE_EVIDENCE	PMC3075531.nxml.gz-283	15697	15707
would_be	would_be	FUTURE_WORK	PMC3075531.nxml.gz-294	15886	15894
could_be	could_be	FUTURE_WORK	PMC3075531.nxml.gz-303	16245	16253
could_be	could_be	FUTURE_WORK	PMC3075531.nxml.gz-305	16322	16330
potential	potential	FUTURE_PREDICTION	PMC3075531.nxml.gz-310	16413	16422
need	need	IMPORTANT_CONSIDERATION	PMC3075531.nxml.gz-319	16618	16622
problem	problem	IMPORTANT_CONSIDERATION	PMC3075531.nxml.gz-322	16657	16664
guessed	guessed	INCOMPLETE_EVIDENCE	PMC3075531.nxml.gz-33835	2222	2229
