LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
trigger	trigger	SUPERFICIAL_RELATIONSHIP	PMC2913107.nxml.gz-14014	75	82
article	article	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14020	350	357
suspicion	suspicion	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2913107.nxml.gz-14022	473	482
trigger	trigger	SUPERFICIAL_RELATIONSHIP	PMC2913107.nxml.gz-14026	580	587
concentrate	concentrate	QUESTION_ANSWERED_BY_THIS_WORK	PMC2913107.nxml.gz-14028	781	792
papers	papers	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14034	796	802
overlooked	overlooked	PROBLEM_COMPLICATION	PMC2913107.nxml.gz-14036	853	863
deserves	deserves	FUTURE_WORK	PMC2913107.nxml.gz-14038	947	955
immediate	immediate	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14040	956	965
disprove	disprove	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2913107.nxml.gz-14042	978	986
paper	paper	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14044	1056	1061
review	review	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14046	1576	1582
devastating	devastating	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14048	1596	1607
irrelevant	irrelevant	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14050	1766	1776
cautioned	cautioned	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14052	1911	1920
to_my_knowledge	to_my_knowledge	PROBABLE_UNDERSTANDING	PMC2913107.nxml.gz-14054	2168	2183
however	however	ANOMALY_CURIOUS_FINDING	PMC2913107.nxml.gz-14056	2267	2274
addressed	addressed	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14058	2305	2314
intriguing	intriguing	ANOMALY_CURIOUS_FINDING	PMC2913107.nxml.gz-14060	2508	2518
increased_incidence	increased_incidence	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14062	2652	2671
discussed	discussed	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14064	2837	2846
dismissed	dismissed	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2913107.nxml.gz-14070	2919	2928
modify	modify	SUPERFICIAL_RELATIONSHIP	PMC2913107.nxml.gz-14072	3445	3451
mirrored	mirrored	SUPERFICIAL_RELATIONSHIP	PMC2913107.nxml.gz-14076	4183	4191
coincident	coincident	SUPERFICIAL_RELATIONSHIP	PMC2913107.nxml.gz-14078	4326	4336
engendered	engendered	SUPERFICIAL_RELATIONSHIP	PMC2913107.nxml.gz-14080	4555	4565
paper	paper	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14086	4715	4720
paper	paper	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14088	5060	5065
contaminated	contaminated	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14092	5753	5765
suboptimum	suboptimum	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14094	5965	5975
less_well_known	less_well_known	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14096	6128	6143
keys	keys	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14098	6377	6381
less_well_known	less_well_known	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14100	6430	6445
paper	paper	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14104	6744	6749
detailed	detailed	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14106	6866	6874
significantly	significantly	IMPORTANT_CONSIDERATION	PMC2913107.nxml.gz-14108	6971	6984
agree_with	agree_with	INCOMPLETE_EVIDENCE	PMC2913107.nxml.gz-14112	7049	7059
