LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
need...research	need.{0,14}research	FUTURE_WORK	PMC3828574.nxml.gz-1140	9187	9213
attention	attention	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12126	43489	43498
consequences	consequences	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12128	43796	43808
issue	issue	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12132	45318	45323
attention	attention	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12134	45871	45880
problem	problem	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12136	45902	45909
poorest	poorest	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12140	46865	46872
if	if	FUTURE_PREDICTION	PMC3828574.nxml.gz-12142	47042	47044
yet	yet	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3828574.nxml.gz-12144	47006	47009
attention	attention	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12146	47101	47110
awareness	awareness	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12148	47796	47805
models	models	INCOMPLETE_EVIDENCE	PMC3828574.nxml.gz-12150	48070	48076
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12152	48345	48358
gaps	gaps	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12154	49091	49095
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12156	49260	49273
high-priority	high-priority	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12158	49652	49665
gaps	gaps	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12160	49703	49707
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12162	49777	49790
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12164	50435	50448
especially	especially	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12166	50970	50980
trends	trends	INCOMPLETE_EVIDENCE	PMC3828574.nxml.gz-12168	51213	51219
issues	issues	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12170	51233	51239
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12172	51837	51850
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12174	52004	52017
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12176	52592	52605
require	require	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12178	52669	52676
particularly	particularly	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12180	52816	52828
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12182	53375	53388
next_steps	next_steps	FUTURE_WORK	PMC3828574.nxml.gz-12184	54315	54325
could_be	could_be	FUTURE_PREDICTION	PMC3828574.nxml.gz-12186	54874	54882
if	if	FUTURE_PREDICTION	PMC3828574.nxml.gz-12188	54889	54891
gap	gap	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12889	9981	9984
gap	gap	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12891	10020	10023
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12895	10131	10144
gap	gap	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12897	10340	10343
gap	gap	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12899	10418	10421
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12901	10977	10990
particularly	particularly	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12903	11178	11190
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12907	11436	11449
require	require	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12909	11541	11548
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12911	11650	11663
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12913	11817	11830
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12915	11976	11989
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12917	12140	12153
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12919	12348	12361
needs	needs	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12923	13374	13379
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12927	14017	14030
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12931	14681	14694
based_on	based_on	PROBABLE_UNDERSTANDING	PMC3828574.nxml.gz-12933	14719	14727
while	while	ANOMALY_CURIOUS_FINDING	PMC3828574.nxml.gz-12937	14872	14877
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12939	15011	15024
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12941	15121	15134
according_to	according_to	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12943	15177	15189
needs	needs	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12945	15196	15201
gaps	gaps	IMPORTANT_CONSIDERATION	PMC3828574.nxml.gz-12949	15742	15746
targeted	targeted	FUTURE_WORK	PMC3828574.nxml.gz-12951	16008	16016
interventions	interventions	SUPERFICIAL_RELATIONSHIP	PMC3828574.nxml.gz-12953	16017	16030
