LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
as	as	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-1	102	104
the_evidence_for	the_evidence_for	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-10	404	420
responsible	responsible	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-100	3996	4007
concern	concern	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-105	4226	4233
though	though	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-127	5304	5310
considerably	considerably	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-14	594	606
as	as	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-16	638	640
advocated	advocated	FUTURE_WORK	PMC2672462.nxml.gz-169	7260	7269
accepted	accepted	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-174	7663	7671
cornerstone	cornerstone	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-175	7700	7711
not_predominantly	not_predominantly	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-20334	3978	3995
not...borne_out	not.{0,6}borne_out	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-20336	14700	14718
number_of	number_of	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-20341	16027	16036
serious	serious	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-20345	21691	21698
unrandomized	unrandomized	PROBLEM_COMPLICATION	PMC2672462.nxml.gz-20351	28728	28740
retrospective	retrospective	PROBLEM_COMPLICATION	PMC2672462.nxml.gz-20355	28713	28726
current_experience	current_experience	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-21	815	833
small_study	small_study	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-217	9508	9519
safe	safe	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-22	897	901
based_upon	based_upon	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-231	10276	10286
advisable	advisable	FUTURE_WORK	PMC2672462.nxml.gz-234	10392	10401
ample_evidence	ample_evidence	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-244	10771	10785
small_studies	small_studies	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-249	10918	10931
however	however	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-260	11658	11665
reassurance	reassurance	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-278	12273	12284
common_practice	common_practice	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-292	13095	13110
insufficiency	insufficiency	PROBLEM_COMPLICATION	PMC2672462.nxml.gz-301	13462	13475
nonetheless	nonetheless	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-309	13691	13702
advised	advised	FUTURE_WORK	PMC2672462.nxml.gz-311	13723	13730
for_many_years	for_many_years	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-313	13802	13816
normally	normally	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-317	13974	13982
has_been_shown	has_been_shown	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-323	14081	14095
safe	safe	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-334	14482	14486
large...trial	large.{0,23}trial	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-355	14979	15012
detected	detected	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-365	15590	15598
small	small	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-382	16054	16059
no...studies	no.{0,23}studies	FULL_UNKNOWN	PMC2672462.nxml.gz-389	16284	16316
rationalized	rationalized	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-411	16932	16944
however	however	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-42	1635	1642
not_approved	not_approved	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-424	17455	17467
stated	stated	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-431	17826	17832
first_line	first_line	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-432	17872	17882
in_general	in_general	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-447	18778	18788
considerably	considerably	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-45	1665	1677
but_not_all	but_not_all	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-451	18898	18909
safe	safe	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-453	18940	18944
serious	serious	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-461	19323	19330
factors	factors	SUPERFICIAL_RELATIONSHIP	PMC2672462.nxml.gz-468	19427	19434
these_findings	these_findings	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-477	19708	19722
require	require	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-481	19808	19815
safety	safety	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-486	19857	19863
without_any	without_any	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-496	20500	20511
key_factor	key_factor	SUPERFICIAL_RELATIONSHIP	PMC2672462.nxml.gz-50	1979	1989
serious	serious	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-505	21395	21402
small_studies	small_studies	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-515	21982	21995
safe	safe	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-520	22193	22197
underpowered	underpowered	PROBLEM_COMPLICATION	PMC2672462.nxml.gz-525	22254	22266
safety	safety	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-526	22314	22320
another_study	another_study	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-528	22346	22359
validity	validity	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-530	22513	22521
there_was_no	there_was_no	FULL_UNKNOWN	PMC2672462.nxml.gz-537	22853	22865
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-546	23267	23275
not_yet	not_yet	FULL_UNKNOWN	PMC2672462.nxml.gz-555	23503	23510
in_contradistinction	in_contradistinction	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-571	24101	24121
superior	superior	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-576	24355	24363
surely	surely	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-600	25117	25123
evident	evident	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-610	25469	25476
risk_factors	risk_factors	SUPERFICIAL_RELATIONSHIP	PMC2672462.nxml.gz-62	2433	2445
circumspect	circumspect	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-621	25763	25774
safety	safety	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-655	26995	27001
strongest_evidence	strongest_evidence	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-660	27135	27153
lacked_power	lacked_power	PROBLEM_COMPLICATION	PMC2672462.nxml.gz-668	28745	28757
differences	differences	DIFFICULT_TASK	PMC2672462.nxml.gz-670	28768	28779
merits	merits	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-673	28917	28923
noted	noted	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-68	2627	2632
independent	independent	SUPERFICIAL_RELATIONSHIP	PMC2672462.nxml.gz-694	30320	30331
significance	significance	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-70	2661	2673
small...studies	small.{0,12}studies	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-729	31926	31950
serious	serious	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-73	2877	2884
nonetheless	nonetheless	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC2672462.nxml.gz-740	32356	32367
undisputed	undisputed	PROBABLE_UNDERSTANDING	PMC2672462.nxml.gz-741	32379	32389
most_commonly	most_commonly	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-75	2905	2918
mainstay	mainstay	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-756	33105	33113
ideally	ideally	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-757	33163	33170
considered	considered	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-759	33257	33267
safe	safe	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-761	33268	33272
yet_to_be_determined	yet_to_be_determined	FULL_UNKNOWN	PMC2672462.nxml.gz-763	33320	33340
know	know	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-768	33577	33581
safe	safe	IMPORTANT_CONSIDERATION	PMC2672462.nxml.gz-769	33606	33610
has_shown	has_shown	INCOMPLETE_EVIDENCE	PMC2672462.nxml.gz-772	33641	33650
considerably	considerably	ANOMALY_CURIOUS_FINDING	PMC2672462.nxml.gz-98	3892	3904
owing_to	owing_to	PROBLEM_COMPLICATION	PMC3933411.nxml.gz-138	7384	7392
noted	noted	ANOMALY_CURIOUS_FINDING	PMC3933411.nxml.gz-170	15572	15577
noted	noted	ANOMALY_CURIOUS_FINDING	PMC3933411.nxml.gz-188	19795	19800
public_health	public_health	IMPORTANT_CONSIDERATION	PMC3933411.nxml.gz-20357	3269	3282
evidence	evidence	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-20361	31257	31265
taken_into_consideration	taken_into_consideration	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-209	23493	23517
consequence	consequence	PROBLEM_COMPLICATION	PMC3933411.nxml.gz-261	25759	25770
explained	explained	PROBABLE_UNDERSTANDING	PMC3933411.nxml.gz-267	25992	26001
lack_of	lack_of	PROBLEM_COMPLICATION	PMC3933411.nxml.gz-269	26009	26016
without_focusing	without_focusing	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-285	26731	26747
nonetheless	nonetheless	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3933411.nxml.gz-295	27049	27060
advice	advice	FUTURE_WORK	PMC3933411.nxml.gz-298	27135	27141
consequence	consequence	PROBLEM_COMPLICATION	PMC3933411.nxml.gz-306	27472	27483
observation	observation	ANOMALY_CURIOUS_FINDING	PMC3933411.nxml.gz-317	27880	27891
recognised	recognised	PROBABLE_UNDERSTANDING	PMC3933411.nxml.gz-321	28003	28013
unsurprising	unsurprising	PROBABLE_UNDERSTANDING	PMC3933411.nxml.gz-325	28076	28088
better	better	IMPORTANT_CONSIDERATION	PMC3933411.nxml.gz-326	28198	28204
encouraging	encouraging	FUTURE_WORK	PMC3933411.nxml.gz-334	28503	28514
findings	findings	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-337	28568	28576
comparable	comparable	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-338	28581	28591
lack_of	lack_of	PROBLEM_COMPLICATION	PMC3933411.nxml.gz-342	28821	28828
emphasised	emphasised	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-346	28958	28968
stressed	stressed	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-350	29189	29197
our_study	our_study	QUESTION_ANSWERED_BY_THIS_WORK	PMC3933411.nxml.gz-354	29377	29386
similar	similar	SUPERFICIAL_RELATIONSHIP	PMC3933411.nxml.gz-36	2121	2128
factors	factors	SUPERFICIAL_RELATIONSHIP	PMC3933411.nxml.gz-370	30233	30240
highlights	highlights	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-374	30360	30370
our_study	our_study	QUESTION_ANSWERED_BY_THIS_WORK	PMC3933411.nxml.gz-377	30546	30555
comparable	comparable	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-378	30557	30567
factors	factors	SUPERFICIAL_RELATIONSHIP	PMC3933411.nxml.gz-386	30889	30896
describe	describe	INCOMPLETE_EVIDENCE	PMC3933411.nxml.gz-389	30937	30945
not_recorded	not_recorded	FULL_UNKNOWN	PMC3933411.nxml.gz-402	31667	31679
our_study	our_study	QUESTION_ANSWERED_BY_THIS_WORK	PMC3933411.nxml.gz-410	32117	32126
