LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
uncontrolled	uncontrolled	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-1501	4542	4554
uncontrolled	uncontrolled	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-1503	4710	4722
limitations	limitations	PROBLEM_COMPLICATION	PMC3710985.nxml.gz-15988	4006	4017
insufficient	insufficient	PROBLEM_COMPLICATION	PMC3710985.nxml.gz-15990	4164	4176
profound	profound	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-15992	5050	5058
complications	complications	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-15994	5166	5179
complications	complications	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-15996	5546	5559
unconfirmed	unconfirmed	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16000	5941	5952
particularly	particularly	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-16002	6495	6507
limitations	limitations	PROBLEM_COMPLICATION	PMC3710985.nxml.gz-16004	7060	7071
failure	failure	PROBLEM_COMPLICATION	PMC3710985.nxml.gz-16006	7096	7103
did_not	did_not	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16010	7702	7709
growing	growing	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-16012	8304	8311
concern	concern	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-16014	8312	8319
however	however	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16016	15589	15596
only	only	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16018	16228	16232
only	only	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16020	18939	18943
increased_risks	increased_risks	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-16022	26363	26378
although	although	PROBLEM_COMPLICATION	PMC3710985.nxml.gz-16024	26480	26488
however	however	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16026	27593	27600
considered	considered	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16028	29763	29773
given	given	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16030	29788	29793
considered	considered	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16032	30043	30053
present_study	present_study	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16034	30092	30105
increased_risks	increased_risks	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-16036	30354	30369
although	although	ALTERNATIVE_OPTIONS_CONTROVERSY	PMC3710985.nxml.gz-16038	30279	30287
lack_of	lack_of	PROBLEM_COMPLICATION	PMC3710985.nxml.gz-16040	30938	30945
only	only	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16042	31306	31310
similarly	similarly	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16046	31383	31392
potential	potential	FUTURE_PREDICTION	PMC3710985.nxml.gz-16050	31777	31786
same_as	same_as	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16057	32111	32118
assessed	assessed	INCOMPLETE_EVIDENCE	PMC3710985.nxml.gz-16059	32201	32209
however	however	ANOMALY_CURIOUS_FINDING	PMC3710985.nxml.gz-16061	32744	32751
considering	considering	PROBABLE_UNDERSTANDING	PMC3710985.nxml.gz-16063	33117	33128
particularly	particularly	IMPORTANT_CONSIDERATION	PMC3710985.nxml.gz-16065	33601	33613
