LEXICAL_CUE	SYNONYM (ORIGINAL REGEX)	IGNORANCE_TYPE	ANNOTATION_ID	SPAN_START	SPAN_END
conceivably	conceivably	INCOMPLETE_EVIDENCE	PMC2898025.nxml.gz-105	8765	8776
while	while	CONTROVERSY	PMC2898025.nxml.gz-107	8861	8866
discordance	discordance	CONTROVERSY	PMC2898025.nxml.gz-125	10262	10273
not_clearly_understood	not_clearly_understood	FULL_UNKNOWN	PMC2898025.nxml.gz-142	12010	12032
focusing	focusing	QUESTION_ANSWERED_BY_THIS_WORK	PMC2898025.nxml.gz-16	520	528
conceivably	conceivably	INCOMPLETE_EVIDENCE	PMC2898025.nxml.gz-171	13108	13119
interpreted	interpreted	FULL_UNKNOWN	PMC2898025.nxml.gz-180	13559	13570
differences	differences	DIFFICULT_TASK	PMC2898025.nxml.gz-181	13583	13594
while	while	ANOMALY_CURIOUS_FINDING	PMC2898025.nxml.gz-184	13730	13735
differences	differences	CONTROVERSY	PMC2898025.nxml.gz-198	14539	14550
no_clear	no_clear	FULL_UNKNOWN	PMC2898025.nxml.gz-205	14837	14845
tend	tend	SUPERFICIAL_RELATIONSHIP	PMC2898025.nxml.gz-211	15210	15214
considerable_efforts	considerable_efforts	INCOMPLETE_EVIDENCE	PMC2898025.nxml.gz-22	938	958
unravel	unravel	FULL_UNKNOWN	PMC2898025.nxml.gz-23	962	969
on_the_other_hand	on_the_other_hand	ALTERNATIVE_OPTIONS	PMC2898025.nxml.gz-234	16105	16122
rarity	rarity	DIFFICULT_TASK	PMC2898025.nxml.gz-258	17641	17647
tend	tend	SUPERFICIAL_RELATIONSHIP	PMC2898025.nxml.gz-265	17940	17944
tends	tends	SUPERFICIAL_RELATIONSHIP	PMC2898025.nxml.gz-272	18405	18410
affecting	affecting	SUPERFICIAL_RELATIONSHIP	PMC2898025.nxml.gz-288	19328	19337
however	however	CONTROVERSY	PMC2898025.nxml.gz-318	21107	21114
hint	hint	INCOMPLETE_EVIDENCE	PMC2898025.nxml.gz-361	22983	22987
of_note	of_note	ANOMALY_CURIOUS_FINDING	PMC2898025.nxml.gz-369	23349	23356
